caso,data,dias_desde_estopim,fase,papel,mencoes,mencoes_dia,parcela_dia,contas,de_acusadores,de_defensores,de_neutros,n_nos,nd
monark,2022-02-10,2,declinio,demais,512,980,0.5224489795918368,243,0.298828125,0.248046875,0.453125,517,False
monark,2022-02-10,2,declinio,instituicao_legitimadora,154,980,0.15714285714285714,10,0.2012987012987013,0.2077922077922078,0.5909090909090909,517,False
monark,2022-02-10,2,declinio,lider_acusacao,2,980,0.0020408163265306124,1,0.5,0.5,0.0,517,False
monark,2022-02-10,2,declinio,veiculo,17,980,0.017346938775510204,3,0.058823529411764705,0.11764705882352941,0.8235294117647058,517,False
monark,2022-02-10,2,declinio,vitima_secundaria,105,980,0.10714285714285714,2,0.1523809523809524,0.11428571428571428,0.7333333333333333,517,False
monark,2022-02-11,3,declinio,acusador,1,803,0.0012453300124533001,1,0.0,1.0,0.0,658,False
monark,2022-02-11,3,declinio,alvo,305,803,0.37982565379825656,1,0.3836065573770492,0.5639344262295082,0.05245901639344262,658,False
monark,2022-02-11,3,declinio,demais,428,803,0.5330012453300125,285,0.3341121495327103,0.5677570093457944,0.09813084112149532,658,False
monark,2022-02-11,3,declinio,instituicao_legitimadora,40,803,0.049813200498132,10,0.25,0.6,0.15,658,False
monark,2022-02-11,3,declinio,lider_acusacao,1,803,0.0012453300124533001,1,0.0,1.0,0.0,658,False
monark,2022-02-11,3,declinio,veiculo,10,803,0.012453300124533,2,0.4,0.1,0.5,658,False
monark,2022-02-11,3,declinio,vitima_secundaria,18,803,0.0224159402241594,2,0.2777777777777778,0.3333333333333333,0.3888888888888889,658,False
monark,2022-02-12,4,declinio,acusador,1,576,0.001736111111111111,1,0.0,0.0,1.0,479,False
monark,2022-02-12,4,declinio,alvo,146,576,0.2534722222222222,1,0.3767123287671233,0.589041095890411,0.03424657534246575,479,False
monark,2022-02-12,4,declinio,demais,369,576,0.640625,240,0.3712737127371274,0.5745257452574526,0.05420054200542006,479,False
monark,2022-02-12,4,declinio,instituicao_legitimadora,21,576,0.036458333333333336,2,0.2857142857142857,0.6666666666666666,0.047619047619047616,479,False
monark,2022-02-12,4,declinio,veiculo,34,576,0.059027777777777776,2,0.3235294117647059,0.47058823529411764,0.20588235294117646,479,False
monark,2022-02-12,4,declinio,vitima_secundaria,5,576,0.008680555555555556,2,0.4,0.6,0.0,479,False
monark,2022-02-13,5,pos_rito,acusador,3,290,0.010344827586206896,1,0.6666666666666666,0.3333333333333333,0.0,279,False
monark,2022-02-13,5,pos_rito,alvo,60,290,0.20689655172413793,1,0.43333333333333335,0.5,0.06666666666666667,279,False
monark,2022-02-13,5,pos_rito,demais,195,290,0.6724137931034483,159,0.3230769230769231,0.5538461538461539,0.12307692307692308,279,False
monark,2022-02-13,5,pos_rito,instituicao_legitimadora,21,290,0.07241379310344828,7,0.19047619047619047,0.7619047619047619,0.047619047619047616,279,False
monark,2022-02-13,5,pos_rito,veiculo,5,290,0.017241379310344827,2,1.0,0.0,0.0,279,False
monark,2022-02-13,5,pos_rito,vitima_secundaria,6,290,0.020689655172413793,1,0.8333333333333334,0.16666666666666666,0.0,279,False
monark,2022-02-14,6,declinio,acusador,7,714,0.00980392156862745,1,0.42857142857142855,0.5714285714285714,0.0,574,False
monark,2022-02-14,6,declinio,alvo,302,714,0.42296918767507,1,0.4304635761589404,0.4370860927152318,0.13245033112582782,574,False
monark,2022-02-14,6,declinio,demais,354,714,0.4957983193277311,235,0.4322033898305085,0.4548022598870056,0.11299435028248588,574,False
monark,2022-02-14,6,declinio,instituicao_legitimadora,14,714,0.0196078431372549,2,0.5714285714285714,0.35714285714285715,0.07142857142857142,574,False
monark,2022-02-14,6,declinio,lider_acusacao,4,714,0.0056022408963585435,1,0.5,0.5,0.0,574,False
monark,2022-02-14,6,declinio,veiculo,30,714,0.04201680672268908,4,0.26666666666666666,0.3,0.43333333333333335,574,False
monark,2022-02-14,6,declinio,vitima_secundaria,3,714,0.004201680672268907,2,0.6666666666666666,0.3333333333333333,0.0,574,False
